EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
9999788,BAY CO., ,01/29/1983,2215,Tornado,0,F1,0,0,2500000,0,FL,CST, , ,C,5, ,0,0, , ,.7,30,0, ,0, , ,01/29/1983,2215,30.18,-85.80, , ,"","",1
10141023,WHARTON CO., ,01/31/1983,930,Tornado,0,F1,0,0,250000,0,TX,CST, , ,C,481, ,0,0, , ,5,60,0, ,0, , ,01/31/1983,930,29.40,-96.17,29.48,-96.15,"","",2
10141024,MONTGOMERY CO., ,01/31/1983,1000,Tornado,0,F1,0,0,2500000,0,TX,CST, , ,C,339, ,0,0, , ,5.2,40,0, ,0, , ,01/31/1983,1000,30.17,-95.43, , ,"","",3
10141165,AUSTIN CO., ,01/31/1983,1015,Tornado,0,F2,0,4,2500000,0,TX,CST, , ,C,15, ,0,0, , ,3,60,0, ,0, , ,01/31/1983,1015,29.78,-96.13,29.83,-96.13,"","",4
10141179,BRAZORIA CO., ,01/31/1983,1307,Tornado,0,F1,0,0,250000,0,TX,CST, , ,C,39, ,0,0, , ,1,20,0, ,0, , ,01/31/1983,1307,29.02,-95.95, , ,"","",5
10141180,JEFFERSON CO., ,01/31/1983,1400,Tornado,0,F3,0,1,2500000,0,TX,CST, , ,C,245, ,0,0, , ,1,40,0, ,0, , ,01/31/1983,1400,30.08,-94.18, , ,"","",6
10046210,CAMERON PAR., ,01/31/1983,1741,Tornado,0,F1,0,0,30,0,LA,CST, , ,C,23, ,0,0, , ,1,20,0, ,0, , ,01/31/1983,1741,29.77,-93.60, , ,"","",7
10046211,EAST FELICIANA PAR., ,01/31/1983,1800,Tornado,0,F2,0,0,250000,0,LA,CST, , ,C,37, ,0,0, , ,3,50,0, ,0, , ,01/31/1983,1800,30.72,-92.37,30.75,-92.33,"","",8
10046212,CALCASIEU PAR., ,01/31/1983,1930,Tornado,0,F1,0,0,25000,0,LA,CST, , ,C,19, ,0,0, , ,1,50,0, ,0, , ,01/31/1983,1930,30.23,-93.23, , ,"","",9
10046215,VERMILION PAR., ,01/31/1983,2100,Tornado,0,F3,1,0,250000,0,LA,CST, , ,C,113, ,0,0, , ,6,100,0, ,0, , ,01/31/1983,2100,30.02,-92.27,30.08,-92.22,"","",10
10046217,AVOYELLES PAR., ,01/31/1983,2130,Tornado,0,F3,1,2,250000,0,LA,CST, , ,C,9, ,0,0, , ,5,100,0, ,0, , ,01/31/1983,2130,30.93,-92.17,30.98,-92.12,"","",11
10042863,ST. LANDRY PAR., ,01/31/1983,2215,Tornado,0,F2,0,0,25000,0,LA,CST, , ,C,97, ,0,0, , ,7,100,0, ,0, , ,01/31/1983,2215,30.47,-91.93,30.57,-91.90,"","",12
10042869,WEST BATON ROUGE PAR., ,01/31/1983,2330,Tornado,0,F2,0,0,25000,0,LA,CST, , ,C,121, ,0,0, , ,.5,33,0, ,0, , ,01/31/1983,2330,30.38,-91.23, , ,"","",13
10062962,JACKSON CO., ,02/01/1983,500,Tornado,0,F1,0,3,250000,0,MS,CST, , ,C,59, ,0,0, , ,.3,77,0, ,0, , ,02/01/1983,500,30.63,-88.43, , ,"","",14
9976353,MOBILE CO., ,02/01/1983,530,Tornado,0,F0,0,1,25000,0,AL,CST, , ,C,97, ,0,0, , ,4,150,0, ,0, , ,02/01/1983,530,30.72,-88.17,30.75,-88.12,"","",15
9999790,ESCAMBIA CO., ,02/01/1983,745,Tornado,0,F1,0,0,250000,0,FL,CST, , ,C,33, ,0,0, , ,5,40,0, ,0, , ,02/01/1983,745,30.38,-87.27,30.42,-87.22,"","",16
10000634,SANTA ROSA CO., ,02/01/1983,810,Tornado,0,F0,0,0,250,0,FL,CST, , ,C,113, ,0,0, , ,.5,20,0, ,0, , ,02/01/1983,810,30.33,-87.15, , ,"","",17
10000635,OKALOOSA CO., ,02/01/1983,830,Tornado,0,F1,0,0,25000,0,FL,CST, , ,C,91, ,0,0, , ,.4,20,0, ,0, , ,02/01/1983,830,30.82,-86.55, , ,"","",18
10000846,WALTON CO., ,02/01/1983,930,Tornado,0,F2,0,1,25000,0,FL,CST, , ,C,131, ,0,0, , ,.3,30,0, ,0, , ,02/01/1983,930,30.85,-86.28, , ,"","",19
10000849,HERNANDO CO., ,02/02/1983,330,Tornado,0,F1,0,0,25000,0,FL,CST, , ,C,53, ,0,0, , ,1,20,0, ,0, , ,02/02/1983,330,28.57,-82.65, , ,"","",20
10000850,CITRUS CO., ,02/02/1983,345,Tornado,0,F1,0,1,25000,0,FL,CST, , ,C,17, ,0,0, , ,2,30,0, ,0, , ,02/02/1983,345,28.75,-82.28, , ,"","",21
10000856,ALACHUA CO., ,02/02/1983,440,Tornado,0,F2,0,4,250000,0,FL,CST, , ,C,1, ,0,0, , ,.3,20,0, ,0, , ,02/02/1983,440,29.52,-82.27, , ,"","",22
10000857,PINELLAS CO., ,02/02/1983,500,Tornado,0,F1,0,1,250000,0,FL,CST, , ,C,103, ,0,0, , ,.6,40,0, ,0, , ,02/02/1983,500,27.77,-82.67, , ,"","",23
